row_index,applicant_id,column,dq_dimension,issue_type,original_value,injected_value
1336,UGRO-APP-101336,bounce_count_6m,Completeness,missing_value,0.0,
9209,UGRO-APP-109209,bounce_count_6m,Completeness,missing_value,0.0,
9606,UGRO-APP-109606,avg_monthly_balance,Completeness,missing_value,20492.26,
14995,UGRO-APP-114995,avg_monthly_balance,Completeness,missing_value,12425.02,
9837,UGRO-APP-109837,avg_monthly_credit_turnover,Completeness,missing_value,572237.7,
354,UGRO-APP-100354,bounce_count_6m,Completeness,missing_value,1.0,
14766,UGRO-APP-114766,avg_monthly_balance,Completeness,missing_value,16062.87,
9840,UGRO-APP-109840,avg_monthly_credit_turnover,Completeness,missing_value,137082.47,
1573,UGRO-APP-101573,avg_monthly_balance,Completeness,missing_value,43921.11,
638,UGRO-APP-100638,avg_monthly_balance,Completeness,missing_value,10694.01,
12372,UGRO-APP-112372,avg_monthly_credit_turnover,Completeness,missing_value,207857.84,
11502,UGRO-APP-111502,avg_monthly_credit_turnover,Completeness,missing_value,523296.7,
4197,UGRO-APP-104197,avg_monthly_credit_turnover,Completeness,missing_value,297888.78,
10121,UGRO-APP-110121,avg_monthly_balance,Completeness,missing_value,6698.01,
13001,UGRO-APP-113001,bounce_count_6m,Completeness,missing_value,1.0,
653,UGRO-APP-100653,avg_monthly_balance,Completeness,missing_value,23303.71,
14746,UGRO-APP-114746,bounce_count_6m,Completeness,missing_value,0.0,
5782,UGRO-APP-105782,avg_monthly_balance,Completeness,missing_value,6318.01,
1635,UGRO-APP-101635,bounce_count_6m,Completeness,missing_value,1.0,
8060,UGRO-APP-108060,avg_monthly_credit_turnover,Completeness,missing_value,875675.64,
11558,UGRO-APP-111558,avg_monthly_credit_turnover,Completeness,missing_value,66036.57,
10922,UGRO-APP-110922,avg_monthly_balance,Completeness,missing_value,34191.99,
13589,UGRO-APP-113589,bounce_count_6m,Completeness,missing_value,0.0,
7628,UGRO-APP-107628,avg_monthly_balance,Completeness,missing_value,9595.42,
4467,UGRO-APP-104467,avg_monthly_credit_turnover,Completeness,missing_value,209128.39,
178,UGRO-APP-100178,bounce_count_6m,Completeness,missing_value,3.0,
6546,UGRO-APP-106546,bounce_count_6m,Completeness,missing_value,2.0,
4668,UGRO-APP-104668,bounce_count_6m,Completeness,missing_value,0.0,
6787,UGRO-APP-106787,avg_monthly_balance,Completeness,missing_value,15069.16,
14333,UGRO-APP-114333,bounce_count_6m,Completeness,missing_value,0.0,
4372,UGRO-APP-104372,bounce_count_6m,Completeness,missing_value,1.0,
6385,UGRO-APP-106385,avg_monthly_balance,Completeness,missing_value,4436.38,
12220,UGRO-APP-112220,avg_monthly_balance,Completeness,missing_value,4780.17,
10699,UGRO-APP-110699,bounce_count_6m,Completeness,missing_value,0.0,
6727,UGRO-APP-106727,avg_monthly_balance,Completeness,missing_value,21446.08,
14899,UGRO-APP-114899,avg_monthly_credit_turnover,Completeness,missing_value,220169.82,
182,UGRO-APP-100182,avg_monthly_balance,Completeness,missing_value,41341.57,
8064,UGRO-APP-108064,avg_monthly_balance,Completeness,missing_value,8973.92,
10162,UGRO-APP-110162,bounce_count_6m,Completeness,missing_value,1.0,
479,UGRO-APP-100479,avg_monthly_balance,Completeness,missing_value,107904.61,
8714,UGRO-APP-108714,bounce_count_6m,Completeness,missing_value,0.0,
7084,UGRO-APP-107084,bounce_count_6m,Completeness,missing_value,1.0,
1806,UGRO-APP-101806,avg_monthly_balance,Completeness,missing_value,41123.7,
1818,UGRO-APP-101818,avg_monthly_balance,Completeness,missing_value,24793.65,
9440,UGRO-APP-109440,bounce_count_6m,Completeness,missing_value,1.0,
13010,UGRO-APP-113010,avg_monthly_credit_turnover,Completeness,missing_value,35339.62,
12604,UGRO-APP-112604,avg_monthly_balance,Completeness,missing_value,275807.79,
4016,UGRO-APP-104016,bounce_count_6m,Completeness,missing_value,0.0,
1756,UGRO-APP-101756,avg_monthly_balance,Completeness,missing_value,262736.52,
6282,UGRO-APP-106282,avg_monthly_balance,Completeness,missing_value,18486.85,
14100,UGRO-APP-114100,bounce_count_6m,Completeness,missing_value,0.0,
12546,UGRO-APP-112546,avg_monthly_balance,Completeness,missing_value,13559.06,
10641,UGRO-APP-110641,avg_monthly_credit_turnover,Completeness,missing_value,364574.14,
72,UGRO-APP-100072,bounce_count_6m,Completeness,missing_value,0.0,
14629,UGRO-APP-114629,avg_monthly_credit_turnover,Completeness,missing_value,186315.61,
9667,UGRO-APP-109667,avg_monthly_credit_turnover,Completeness,missing_value,285014.6,
5581,UGRO-APP-105581,avg_monthly_credit_turnover,Completeness,missing_value,389771.95,
2075,UGRO-APP-102075,avg_monthly_balance,Completeness,missing_value,9229.99,
7110,UGRO-APP-107110,avg_monthly_credit_turnover,Completeness,missing_value,227161.72,
9087,UGRO-APP-109087,bounce_count_6m,Completeness,missing_value,0.0,
11574,UGRO-APP-111574,avg_monthly_balance,Completeness,missing_value,16571.39,
5352,UGRO-APP-105352,bounce_count_6m,Completeness,missing_value,0.0,
13888,UGRO-APP-113888,avg_monthly_credit_turnover,Completeness,missing_value,227358.97,
14081,UGRO-APP-114081,avg_monthly_credit_turnover,Completeness,missing_value,98584.0,
8205,UGRO-APP-108205,avg_monthly_balance,Completeness,missing_value,37757.06,
2611,UGRO-APP-102611,avg_monthly_credit_turnover,Completeness,missing_value,135881.06,
10828,UGRO-APP-110828,avg_monthly_balance,Completeness,missing_value,33328.68,
1898,UGRO-APP-101898,avg_monthly_balance,Completeness,missing_value,21592.74,
5689,UGRO-APP-105689,bounce_count_6m,Completeness,missing_value,1.0,
10946,UGRO-APP-110946,avg_monthly_balance,Completeness,missing_value,3702.56,
6500,UGRO-APP-106500,avg_monthly_credit_turnover,Completeness,missing_value,65771.57,
8239,UGRO-APP-108239,avg_monthly_credit_turnover,Completeness,missing_value,468667.07,
13897,UGRO-APP-113897,avg_monthly_balance,Completeness,missing_value,21468.53,
1280,UGRO-APP-101280,avg_monthly_balance,Completeness,missing_value,5280.93,
2194,UGRO-APP-102194,avg_monthly_credit_turnover,Completeness,missing_value,441446.56,
14274,UGRO-APP-114274,avg_monthly_credit_turnover,Completeness,missing_value,808305.71,
2340,UGRO-APP-102340,bounce_count_6m,Completeness,missing_value,2.0,
4648,UGRO-APP-104648,bounce_count_6m,Completeness,missing_value,1.0,
4670,UGRO-APP-104670,avg_monthly_balance,Completeness,missing_value,11654.37,
7904,UGRO-APP-107904,avg_monthly_balance,Completeness,missing_value,6889.91,
5409,UGRO-APP-105409,avg_monthly_balance,Completeness,missing_value,19807.79,
11813,UGRO-APP-111813,avg_monthly_credit_turnover,Completeness,missing_value,1575579.86,
4019,UGRO-APP-104019,avg_monthly_balance,Completeness,missing_value,21312.55,
9426,UGRO-APP-109426,avg_monthly_balance,Completeness,missing_value,15682.43,
11329,UGRO-APP-111329,bounce_count_6m,Completeness,missing_value,0.0,
12141,UGRO-APP-112141,bounce_count_6m,Completeness,missing_value,2.0,
13349,UGRO-APP-113349,bounce_count_6m,Completeness,missing_value,1.0,
10970,UGRO-APP-110970,avg_monthly_balance,Completeness,missing_value,125399.72,
4958,UGRO-APP-104958,avg_monthly_credit_turnover,Completeness,missing_value,1458635.6,
10857,UGRO-APP-110857,avg_monthly_credit_turnover,Completeness,missing_value,163238.93,
9977,UGRO-APP-109977,avg_monthly_balance,Completeness,missing_value,14053.37,
3095,UGRO-APP-103095,avg_monthly_credit_turnover,Completeness,missing_value,594775.75,
11511,UGRO-APP-111511,avg_monthly_credit_turnover,Completeness,missing_value,159311.79,
13701,UGRO-APP-113701,avg_monthly_credit_turnover,Completeness,missing_value,194257.81,
6223,UGRO-APP-106223,bounce_count_6m,Completeness,missing_value,2.0,
10836,UGRO-APP-110836,bounce_count_6m,Completeness,missing_value,1.0,
9782,UGRO-APP-109782,avg_monthly_credit_turnover,Completeness,missing_value,166909.14,
7259,UGRO-APP-107259,bounce_count_6m,Completeness,missing_value,0.0,
1304,UGRO-APP-101304,bounce_count_6m,Completeness,missing_value,2.0,
10726,UGRO-APP-110726,avg_monthly_credit_turnover,Completeness,missing_value,46876.17,
1741,UGRO-APP-101741,avg_monthly_balance,Completeness,missing_value,12436.82,
11691,UGRO-APP-111691,bounce_count_6m,Completeness,missing_value,1.0,
1781,UGRO-APP-101781,bounce_count_6m,Completeness,missing_value,0.0,
12571,UGRO-APP-112571,bounce_count_6m,Completeness,missing_value,1.0,
13854,UGRO-APP-113854,avg_monthly_balance,Completeness,missing_value,49684.55,
2070,UGRO-APP-102070,avg_monthly_credit_turnover,Completeness,missing_value,54906.73,
8921,UGRO-APP-108921,bounce_count_6m,Completeness,missing_value,1.0,
3507,UGRO-APP-103507,avg_monthly_credit_turnover,Completeness,missing_value,182874.31,
7324,UGRO-APP-107324,bounce_count_6m,Completeness,missing_value,3.0,
7705,UGRO-APP-107705,avg_monthly_balance,Completeness,missing_value,34901.13,
11895,UGRO-APP-111895,avg_monthly_balance,Completeness,missing_value,17579.08,
13695,UGRO-APP-113695,bounce_count_6m,Completeness,missing_value,0.0,
11371,UGRO-APP-111371,avg_monthly_credit_turnover,Completeness,missing_value,187280.21,
10833,UGRO-APP-110833,avg_monthly_credit_turnover,Completeness,missing_value,74293.64,
7780,UGRO-APP-107780,avg_monthly_credit_turnover,Completeness,missing_value,222653.96,
10113,UGRO-APP-110113,avg_monthly_credit_turnover,Completeness,missing_value,231598.64,
6938,UGRO-APP-106938,bounce_count_6m,Completeness,missing_value,1.0,
7087,UGRO-APP-107087,avg_monthly_balance,Completeness,missing_value,8361.16,
8524,UGRO-APP-108524,bounce_count_6m,Completeness,missing_value,1.0,
116,UGRO-APP-100116,bounce_count_6m,Completeness,missing_value,0.0,
8414,UGRO-APP-108414,avg_monthly_credit_turnover,Completeness,missing_value,37893.06,
1926,UGRO-APP-101926,avg_monthly_credit_turnover,Completeness,missing_value,47492.41,
2551,UGRO-APP-102551,avg_monthly_balance,Completeness,missing_value,48178.79,
2498,UGRO-APP-102498,bounce_count_6m,Completeness,missing_value,1.0,
9179,UGRO-APP-109179,avg_monthly_credit_turnover,Completeness,missing_value,388618.84,
7755,UGRO-APP-107755,avg_monthly_balance,Completeness,missing_value,23457.12,
1416,UGRO-APP-101416,avg_monthly_credit_turnover,Completeness,missing_value,128969.76,
747,UGRO-APP-100747,bounce_count_6m,Completeness,missing_value,1.0,
8793,UGRO-APP-108793,avg_monthly_balance,Completeness,missing_value,4793.81,
10757,UGRO-APP-110757,avg_monthly_balance,Completeness,missing_value,75135.41,
3776,UGRO-APP-103776,bounce_count_6m,Completeness,missing_value,0.0,
1343,UGRO-APP-101343,avg_monthly_balance,Completeness,missing_value,4226.75,
14101,UGRO-APP-114101,bounce_count_6m,Completeness,missing_value,1.0,
13883,UGRO-APP-113883,bounce_count_6m,Completeness,missing_value,0.0,
11853,UGRO-APP-111853,bounce_count_6m,Completeness,missing_value,1.0,
14859,UGRO-APP-114859,bounce_count_6m,Completeness,missing_value,0.0,
11668,UGRO-APP-111668,avg_monthly_balance,Completeness,missing_value,51144.55,
6638,UGRO-APP-106638,avg_monthly_balance,Completeness,missing_value,5246.28,
8852,UGRO-APP-108852,avg_monthly_credit_turnover,Completeness,missing_value,122382.67,
6065,UGRO-APP-106065,avg_monthly_credit_turnover,Completeness,missing_value,233085.43,
11944,UGRO-APP-111944,bounce_count_6m,Completeness,missing_value,1.0,
2526,UGRO-APP-102526,bounce_count_6m,Completeness,missing_value,0.0,
14302,UGRO-APP-114302,avg_monthly_credit_turnover,Completeness,missing_value,152203.12,
14319,UGRO-APP-114319,bounce_count_6m,Completeness,missing_value,4.0,
2049,UGRO-APP-102049,avg_monthly_credit_turnover,Completeness,missing_value,349521.38,
10792,UGRO-APP-110792,avg_monthly_credit_turnover,Completeness,missing_value,645305.36,
13964,UGRO-APP-113964,avg_monthly_credit_turnover,Completeness,missing_value,94339.93,
7807,UGRO-APP-107807,avg_monthly_credit_turnover,Completeness,missing_value,99989.18,
1260,UGRO-APP-101260,avg_monthly_balance,Completeness,missing_value,213848.37,
8667,UGRO-APP-108667,bounce_count_6m,Completeness,missing_value,0.0,
10830,UGRO-APP-110830,avg_monthly_credit_turnover,Completeness,missing_value,23530.24,
9281,UGRO-APP-109281,bounce_count_6m,Completeness,missing_value,0.0,
1419,UGRO-APP-101419,avg_monthly_credit_turnover,Completeness,missing_value,67100.54,
9496,UGRO-APP-109496,bounce_count_6m,Completeness,missing_value,0.0,
9171,UGRO-APP-109171,bounce_count_6m,Completeness,missing_value,2.0,
14220,UGRO-APP-114220,avg_monthly_credit_turnover,Completeness,missing_value,72089.46,
1972,UGRO-APP-101972,avg_monthly_credit_turnover,Completeness,missing_value,191650.13,
13720,UGRO-APP-113720,avg_monthly_balance,Completeness,missing_value,10555.05,
12852,UGRO-APP-112852,bounce_count_6m,Completeness,missing_value,0.0,
7515,UGRO-APP-107515,bounce_count_6m,Completeness,missing_value,1.0,
10376,UGRO-APP-110376,bounce_count_6m,Completeness,missing_value,0.0,
8922,UGRO-APP-108922,bounce_count_6m,Completeness,missing_value,1.0,
3023,UGRO-APP-103023,bounce_count_6m,Completeness,missing_value,0.0,
524,UGRO-APP-100524,bounce_count_6m,Completeness,missing_value,1.0,
10977,UGRO-APP-110977,avg_monthly_credit_turnover,Completeness,missing_value,554918.8,
2640,UGRO-APP-102640,avg_monthly_balance,Completeness,missing_value,17203.9,
4305,UGRO-APP-104305,avg_monthly_balance,Completeness,missing_value,253499.6,
1082,UGRO-APP-101082,avg_monthly_balance,Completeness,missing_value,20425.59,
9457,UGRO-APP-109457,avg_monthly_credit_turnover,Completeness,missing_value,86607.84,
11450,UGRO-APP-111450,bounce_count_6m,Completeness,missing_value,1.0,
7961,UGRO-APP-107961,avg_monthly_credit_turnover,Completeness,missing_value,240927.64,
8265,UGRO-APP-108265,avg_monthly_balance,Completeness,missing_value,19348.38,
12022,UGRO-APP-112022,avg_monthly_balance,Completeness,missing_value,17078.78,
3024,UGRO-APP-103024,bounce_count_6m,Completeness,missing_value,1.0,
9754,UGRO-APP-109754,bounce_count_6m,Completeness,missing_value,1.0,
7313,UGRO-APP-107313,avg_monthly_credit_turnover,Completeness,missing_value,81074.78,
12685,UGRO-APP-112685,bounce_count_6m,Completeness,missing_value,1.0,
14360,UGRO-APP-114360,bounce_count_6m,Completeness,missing_value,2.0,
8005,UGRO-APP-108005,bounce_count_6m,Completeness,missing_value,1.0,
6885,UGRO-APP-106885,bounce_count_6m,Completeness,missing_value,0.0,
4910,UGRO-APP-104910,avg_monthly_credit_turnover,Completeness,missing_value,205637.95,
11519,UGRO-APP-111519,avg_monthly_credit_turnover,Completeness,missing_value,162383.34,
7192,UGRO-APP-107192,avg_monthly_credit_turnover,Completeness,missing_value,204114.54,
12776,UGRO-APP-112776,avg_monthly_balance,Completeness,missing_value,8533.75,
13706,UGRO-APP-113706,avg_monthly_credit_turnover,Completeness,missing_value,112250.33,
10035,UGRO-APP-110035,avg_monthly_credit_turnover,Completeness,missing_value,150971.02,
14194,UGRO-APP-114194,avg_monthly_credit_turnover,Completeness,missing_value,218940.23,
11860,UGRO-APP-111860,avg_monthly_credit_turnover,Completeness,missing_value,129834.15,
4441,UGRO-APP-104441,avg_monthly_credit_turnover,Completeness,missing_value,171221.94,
3522,UGRO-APP-103522,avg_monthly_credit_turnover,Completeness,missing_value,354434.67,
10261,UGRO-APP-110261,avg_monthly_balance,Completeness,missing_value,100928.14,
2737,UGRO-APP-102737,avg_monthly_credit_turnover,Completeness,missing_value,97458.25,
5679,UGRO-APP-105679,avg_monthly_credit_turnover,Completeness,missing_value,525608.14,
6494,UGRO-APP-106494,bounce_count_6m,Completeness,missing_value,0.0,
4901,UGRO-APP-104901,avg_monthly_credit_turnover,Completeness,missing_value,748189.09,
11031,UGRO-APP-111031,avg_monthly_credit_turnover,Completeness,missing_value,318738.74,
5484,UGRO-APP-105484,avg_monthly_balance,Completeness,missing_value,5501.38,
7561,UGRO-APP-107561,avg_monthly_balance,Completeness,missing_value,42744.32,
5502,UGRO-APP-105502,avg_monthly_credit_turnover,Completeness,missing_value,66246.44,
5064,UGRO-APP-105064,avg_monthly_credit_turnover,Completeness,missing_value,56758.74,
3482,UGRO-APP-103482,avg_monthly_credit_turnover,Completeness,missing_value,97233.58,
9047,UGRO-APP-109047,avg_monthly_credit_turnover,Completeness,missing_value,325023.23,
6243,UGRO-APP-106243,bounce_count_6m,Completeness,missing_value,0.0,
2473,UGRO-APP-102473,avg_monthly_balance,Completeness,missing_value,102790.12,
7157,UGRO-APP-107157,avg_monthly_balance,Completeness,missing_value,6647.78,
6495,UGRO-APP-106495,avg_monthly_balance,Completeness,missing_value,10510.86,
2093,UGRO-APP-102093,avg_monthly_balance,Completeness,missing_value,12290.22,
915,UGRO-APP-100915,bounce_count_6m,Completeness,missing_value,0.0,
3992,UGRO-APP-103992,avg_monthly_balance,Completeness,missing_value,27324.31,
3742,UGRO-APP-103742,avg_monthly_credit_turnover,Completeness,missing_value,122736.02,
9583,UGRO-APP-109583,avg_monthly_balance,Completeness,missing_value,47970.22,
10282,UGRO-APP-110282,bounce_count_6m,Completeness,missing_value,0.0,
5770,UGRO-APP-105770,bounce_count_6m,Completeness,missing_value,0.0,
11751,UGRO-APP-111751,avg_monthly_balance,Completeness,missing_value,34151.24,
6936,UGRO-APP-106936,avg_monthly_balance,Completeness,missing_value,80408.41,
12496,UGRO-APP-112496,avg_monthly_balance,Completeness,missing_value,14595.11,
12855,UGRO-APP-112855,avg_monthly_credit_turnover,Completeness,missing_value,144195.83,
14496,UGRO-APP-114496,bounce_count_6m,Completeness,missing_value,0.0,
7709,UGRO-APP-107709,avg_monthly_credit_turnover,Completeness,missing_value,108316.15,
4843,UGRO-APP-104843,bounce_count_6m,Completeness,missing_value,1.0,
8037,UGRO-APP-108037,avg_monthly_credit_turnover,Completeness,missing_value,118568.01,
12386,UGRO-APP-112386,avg_monthly_balance,Completeness,missing_value,60781.04,
2017,UGRO-APP-102017,avg_monthly_credit_turnover,Completeness,missing_value,87569.6,
11083,UGRO-APP-111083,avg_monthly_balance,Completeness,missing_value,26288.55,
11683,UGRO-APP-111683,bounce_count_6m,Completeness,missing_value,1.0,
9243,UGRO-APP-109243,avg_monthly_balance,Completeness,missing_value,15539.5,
9637,UGRO-APP-109637,avg_monthly_credit_turnover,Completeness,missing_value,16265.92,
2265,UGRO-APP-102265,gst_filing_regularity_pct,Completeness,missing_value,62.5,
2566,UGRO-APP-102566,monthly_avg_gst_turnover,Completeness,missing_value,64799.58,
8377,UGRO-APP-108377,monthly_avg_gst_turnover,Completeness,missing_value,14270.46,
12116,UGRO-APP-112116,gst_filing_regularity_pct,Completeness,missing_value,92.0,
10346,UGRO-APP-110346,monthly_avg_gst_turnover,Completeness,missing_value,86005.21,
1628,UGRO-APP-101628,gst_filing_regularity_pct,Completeness,missing_value,67.6,
6588,UGRO-APP-106588,monthly_avg_gst_turnover,Completeness,missing_value,660392.43,
9658,UGRO-APP-109658,monthly_avg_gst_turnover,Completeness,missing_value,140085.14,
3255,UGRO-APP-103255,monthly_avg_gst_turnover,Completeness,missing_value,69094.87,
12883,UGRO-APP-112883,gst_filing_regularity_pct,Completeness,missing_value,98.1,
6933,UGRO-APP-106933,monthly_avg_gst_turnover,Completeness,missing_value,157006.17,
3940,UGRO-APP-103940,gst_filing_regularity_pct,Completeness,missing_value,82.4,
3632,UGRO-APP-103632,monthly_avg_gst_turnover,Completeness,missing_value,117377.79,
11516,UGRO-APP-111516,gst_filing_regularity_pct,Completeness,missing_value,83.2,
8572,UGRO-APP-108572,monthly_avg_gst_turnover,Completeness,missing_value,165524.2,
2010,UGRO-APP-102010,gst_filing_regularity_pct,Completeness,missing_value,82.1,
13670,UGRO-APP-113670,gst_filing_regularity_pct,Completeness,missing_value,28.2,
1014,UGRO-APP-101014,monthly_avg_gst_turnover,Completeness,missing_value,592821.77,
9217,UGRO-APP-109217,monthly_avg_gst_turnover,Completeness,missing_value,24025.7,
14290,UGRO-APP-114290,gst_filing_regularity_pct,Completeness,missing_value,78.9,
4220,UGRO-APP-104220,monthly_avg_gst_turnover,Completeness,missing_value,88261.09,
13594,UGRO-APP-113594,gst_filing_regularity_pct,Completeness,missing_value,73.9,
12791,UGRO-APP-112791,gst_filing_regularity_pct,Completeness,missing_value,78.2,
9031,UGRO-APP-109031,gst_filing_regularity_pct,Completeness,missing_value,94.2,
5845,UGRO-APP-105845,gst_filing_regularity_pct,Completeness,missing_value,45.6,
6162,UGRO-APP-106162,gst_filing_regularity_pct,Completeness,missing_value,81.0,
384,UGRO-APP-100384,gst_filing_regularity_pct,Completeness,missing_value,66.0,
2244,UGRO-APP-102244,gst_filing_regularity_pct,Completeness,missing_value,86.1,
13790,UGRO-APP-113790,gst_filing_regularity_pct,Completeness,missing_value,90.2,
2807,UGRO-APP-102807,gst_filing_regularity_pct,Completeness,missing_value,62.6,
4177,UGRO-APP-104177,monthly_avg_gst_turnover,Completeness,missing_value,114140.45,
14561,UGRO-APP-114561,monthly_avg_gst_turnover,Completeness,missing_value,65922.1,
6571,UGRO-APP-106571,gst_filing_regularity_pct,Completeness,missing_value,84.8,
5688,UGRO-APP-105688,gst_filing_regularity_pct,Completeness,missing_value,62.6,
1682,UGRO-APP-101682,monthly_avg_gst_turnover,Completeness,missing_value,239717.99,
1687,UGRO-APP-101687,monthly_avg_gst_turnover,Completeness,missing_value,52927.34,
8823,UGRO-APP-108823,monthly_avg_gst_turnover,Completeness,missing_value,608921.33,
11296,UGRO-APP-111296,monthly_avg_gst_turnover,Completeness,missing_value,245723.23,
10210,UGRO-APP-110210,monthly_avg_gst_turnover,Completeness,missing_value,128808.62,
2018,UGRO-APP-102018,monthly_avg_gst_turnover,Completeness,missing_value,280974.99,
3421,UGRO-APP-103421,gst_filing_regularity_pct,Completeness,missing_value,71.6,
12245,UGRO-APP-112245,gst_filing_regularity_pct,Completeness,missing_value,89.5,
14873,UGRO-APP-114873,gst_filing_regularity_pct,Completeness,missing_value,87.7,
11638,UGRO-APP-111638,gst_filing_regularity_pct,Completeness,missing_value,62.9,
6632,UGRO-APP-106632,monthly_avg_gst_turnover,Completeness,missing_value,408207.55,
4906,UGRO-APP-104906,monthly_avg_gst_turnover,Completeness,missing_value,111411.44,
571,UGRO-APP-100571,monthly_avg_gst_turnover,Completeness,missing_value,89751.4,
109,UGRO-APP-100109,gst_filing_regularity_pct,Completeness,missing_value,76.6,
5343,UGRO-APP-105343,gst_filing_regularity_pct,Completeness,missing_value,82.6,
2448,UGRO-APP-102448,gst_filing_regularity_pct,Completeness,missing_value,69.4,
8336,UGRO-APP-108336,monthly_avg_gst_turnover,Completeness,missing_value,235513.72,
12566,UGRO-APP-112566,gst_filing_regularity_pct,Completeness,missing_value,91.6,
4245,UGRO-APP-104245,gst_filing_regularity_pct,Completeness,missing_value,99.2,
11917,UGRO-APP-111917,monthly_avg_gst_turnover,Completeness,missing_value,87214.21,
9601,UGRO-APP-109601,monthly_avg_gst_turnover,Completeness,missing_value,22740.21,
3196,UGRO-APP-103196,monthly_avg_gst_turnover,Completeness,missing_value,152989.99,
4183,UGRO-APP-104183,gst_filing_regularity_pct,Completeness,missing_value,95.2,
5989,UGRO-APP-105989,gst_filing_regularity_pct,Completeness,missing_value,67.8,
5296,UGRO-APP-105296,gst_filing_regularity_pct,Completeness,missing_value,81.0,
8560,UGRO-APP-108560,gst_filing_regularity_pct,Completeness,missing_value,64.5,
6747,UGRO-APP-106747,monthly_avg_gst_turnover,Completeness,missing_value,167378.2,
3767,UGRO-APP-103767,gst_filing_regularity_pct,Completeness,missing_value,59.4,
4462,UGRO-APP-104462,gst_filing_regularity_pct,Completeness,missing_value,58.1,
4228,UGRO-APP-104228,monthly_avg_gst_turnover,Completeness,missing_value,323391.51,
9262,UGRO-APP-109262,gst_filing_regularity_pct,Completeness,missing_value,61.4,
9424,UGRO-APP-109424,gst_filing_regularity_pct,Completeness,missing_value,98.5,
14775,UGRO-APP-114775,gst_filing_regularity_pct,Completeness,missing_value,93.8,
3511,UGRO-APP-103511,gst_filing_regularity_pct,Completeness,missing_value,75.9,
10230,UGRO-APP-110230,gst_filing_regularity_pct,Completeness,missing_value,66.5,
6673,UGRO-APP-106673,monthly_avg_gst_turnover,Completeness,missing_value,59653.43,
9156,UGRO-APP-109156,monthly_avg_gst_turnover,Completeness,missing_value,48520.67,
7027,UGRO-APP-107027,gst_filing_regularity_pct,Completeness,missing_value,75.8,
1538,UGRO-APP-101538,gst_filing_regularity_pct,Completeness,missing_value,64.8,
11152,UGRO-APP-111152,gst_filing_regularity_pct,Completeness,missing_value,81.7,
3410,UGRO-APP-103410,monthly_avg_gst_turnover,Completeness,missing_value,16167.36,
11184,UGRO-APP-111184,monthly_avg_gst_turnover,Completeness,missing_value,28270.18,
14579,UGRO-APP-114579,monthly_avg_gst_turnover,Completeness,missing_value,59656.52,
10897,UGRO-APP-110897,gst_filing_regularity_pct,Completeness,missing_value,23.2,
305,UGRO-APP-100305,gst_filing_regularity_pct,Completeness,missing_value,75.0,
14311,UGRO-APP-114311,gst_filing_regularity_pct,Completeness,missing_value,41.4,
13695,UGRO-APP-113695,gst_filing_regularity_pct,Completeness,missing_value,94.5,
12339,UGRO-APP-112339,gst_filing_regularity_pct,Completeness,missing_value,76.6,
4624,UGRO-APP-104624,monthly_avg_gst_turnover,Completeness,missing_value,169586.97,
13519,UGRO-APP-113519,gst_filing_regularity_pct,Completeness,missing_value,85.4,
13968,UGRO-APP-113968,monthly_avg_gst_turnover,Completeness,missing_value,51554.15,
13357,UGRO-APP-113357,monthly_avg_gst_turnover,Completeness,missing_value,51205.27,
5896,UGRO-APP-105896,monthly_avg_gst_turnover,Completeness,missing_value,31042.26,
3574,UGRO-APP-103574,gst_filing_regularity_pct,Completeness,missing_value,83.4,
11845,UGRO-APP-111845,monthly_avg_gst_turnover,Completeness,missing_value,73412.81,
4891,UGRO-APP-104891,gst_filing_regularity_pct,Completeness,missing_value,78.0,
11902,UGRO-APP-111902,gst_filing_regularity_pct,Completeness,missing_value,61.8,
9256,UGRO-APP-109256,gst_filing_regularity_pct,Completeness,missing_value,78.6,
6483,UGRO-APP-106483,gst_filing_regularity_pct,Completeness,missing_value,86.9,
7172,UGRO-APP-107172,monthly_avg_gst_turnover,Completeness,missing_value,66895.56,
10319,UGRO-APP-110319,monthly_avg_gst_turnover,Completeness,missing_value,263661.9,
7975,UGRO-APP-107975,monthly_avg_gst_turnover,Completeness,missing_value,558689.84,
12546,UGRO-APP-112546,gst_filing_regularity_pct,Completeness,missing_value,74.7,
4719,UGRO-APP-104719,gst_filing_regularity_pct,Completeness,missing_value,92.5,
4806,UGRO-APP-104806,monthly_avg_gst_turnover,Completeness,missing_value,615099.66,
12510,UGRO-APP-112510,gst_filing_regularity_pct,Completeness,missing_value,89.4,
12413,UGRO-APP-112413,monthly_avg_gst_turnover,Completeness,missing_value,18291.09,
13713,UGRO-APP-113713,monthly_avg_gst_turnover,Completeness,missing_value,468378.06,
2585,UGRO-APP-102585,monthly_avg_gst_turnover,Completeness,missing_value,119535.71,
6505,UGRO-APP-106505,monthly_avg_gst_turnover,Completeness,missing_value,21336.82,
5313,UGRO-APP-105313,gst_filing_regularity_pct,Completeness,missing_value,64.0,
8943,UGRO-APP-108943,gst_filing_regularity_pct,Completeness,missing_value,78.0,
14106,UGRO-APP-114106,gst_filing_regularity_pct,Completeness,missing_value,90.4,
12827,UGRO-APP-112827,gst_filing_regularity_pct,Completeness,missing_value,49.5,
10273,UGRO-APP-110273,gst_filing_regularity_pct,Completeness,missing_value,75.6,
5864,UGRO-APP-105864,monthly_avg_gst_turnover,Completeness,missing_value,259675.37,
